Ticket ID,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Time Since Purchase,Response Time (minutes),Resolution Time (hours),Is High Priority,Is Social Media,Is Weekend Purchase
39,-1.6362511274109066,1,18,4,0,0,2,1,-1.4781878624497975,906885.5,-20.866666666666667,0,0,0
40,-0.7209318514776692,2,1,2,2,3,3,0,-1.7266688572581033,845179.5333333333,12.971111111111112,1,1,0
41,-1.6362511274109066,0,33,2,2,2,2,1,-0.2357828884082682,1215911.55,2.1041666666666665,1,0,1
42,-0.5901719549157782,1,10,0,0,0,0,0,-0.940775478329508,1040905.5666666667,-5.7,0,0,0
43,-1.4401112825680702,1,35,2,2,3,2,0,0.4576524459404923,1389281.5833333333,-7.396388888888889,1,0,1
44,0.6520470624221869,0,41,4,1,2,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
45,-0.6555519031967237,2,19,3,0,0,1,1,-1.5648672792433924,884518.65,-2.65,0,0,1
46,1.3712264935125875,0,21,2,1,2,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
47,0.3905272692984048,0,31,3,0,1,2,0,0.4287593070092939,1381183.7166666666,5.683333333333334,1,0,0
48,-1.1132115411633423,0,16,4,0,3,3,0,0.8794922743359883,1493716.75,-1.2833333333333334,1,1,0
49,-0.7863117997586148,2,20,1,1,1,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
50,-0.0017524203872683,1,25,4,1,3,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
51,1.4366064417935334,1,39,3,1,3,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
52,1.3058465452316423,1,21,3,0,3,0,1,0.2207287067046658,1330101.8166666667,-5.833333333333333,1,0,0
53,0.6520470624221869,1,28,3,0,1,3,1,-1.6515466960369876,862674.8166666667,19.083333333333332,1,1,1
54,-0.4594120583538871,1,19,1,0,2,0,0,-1.3337221677938056,941799.8333333334,9.766666666666667,1,0,0
55,1.5673663383554244,0,27,4,2,2,0,0,-1.6746612071819462,857245.85,3.8658333333333332,1,0,0
56,0.3905272692984048,0,31,1,2,0,0,0,-1.8826918074865744,805634.8833333333,0.04861111111111111,0,0,0
57,1.63274628663637,1,5,4,2,3,3,1,-2.0733865244324834,758073.8833333333,0.7319444444444444,1,1,0
58,0.1943874244555682,2,15,3,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
59,-1.1132115411633423,1,5,4,0,3,2,1,0.867935018763509,1491116.95,-7.183333333333334,1,0,0
60,-0.2632722135110505,2,3,2,0,3,0,1,-1.4492947235185991,914150.9666666667,-19.2,1,0,1
61,-0.2632722135110505,1,37,1,0,3,0,0,0.2438432178496244,1334898.0,11.616666666666667,1,0,0
62,-0.197892265230105,2,23,2,2,0,3,0,-1.8942490630590536,802172.0333333333,9.762777777777778,0,1,1
63,1.3058465452316423,0,40,0,0,1,1,0,0.0878202676211533,1297417.0666666667,13.066666666666666,1,0,1
64,0.8481869072650235,0,0,0,2,1,2,0,1.4342405418149966,1631947.0833333333,4.1786111111111115,1,0,0
65,1.1097067003888057,1,27,4,1,3,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
66,0.782806958984078,1,3,4,2,3,2,0,-1.8422414129828968,816398.1166666667,12.661388888888888,1,0,0
67,0.3251473210174593,0,16,0,0,1,1,0,-1.2874931455038885,953586.1333333333,5.183333333333334,1,0,1
68,0.6520470624221869,1,25,1,2,2,2,1,-1.044790778481822,1015024.1666666666,-9.772777777777778,1,0,1
69,0.4559072175793503,2,0,4,2,0,0,1,-0.2357828884082682,1216740.2,12.293333333333333,0,0,1
70,0.1290074761746227,0,8,3,0,1,0,1,1.8445231146380128,1734477.2,-13.1,1,0,0
71,-1.1132115411633423,1,18,1,2,3,0,1,-0.802088411459756,1075669.2333333334,11.476111111111111,1,0,1
72,-0.4594120583538871,2,41,3,1,3,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,1
73,-0.6555519031967237,0,11,0,0,2,0,1,-0.2877905384844252,1202675.2666666666,-1.3,1,0,0
74,-0.5247920066348326,2,12,1,0,0,3,1,0.2842936123533022,1346251.2833333334,-19.116666666666667,0,1,0
75,-0.8516917480395603,0,40,0,1,0,1,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
76,-0.4594120583538871,2,34,2,0,0,0,1,-0.0508667992485987,1262323.3333333333,-12.216666666666667,0,0,0
77,-1.7016310756918522,2,41,1,1,0,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
78,1.2404665969506967,0,12,0,0,2,1,0,-0.0046377769586813,1274116.4,-3.9166666666666665,1,0,0
79,0.7174270107031325,2,18,0,2,3,3,0,-0.0566454270348384,1261017.4333333333,-5.660555555555556,1,1,0
80,-0.2632722135110505,2,21,4,2,0,0,1,0.3189653790707402,1354287.4666666666,-0.16111111111111112,0,0,0
81,0.3905272692984048,2,25,4,2,0,2,0,-0.484263883216574,1153887.4666666666,3.838888888888889,0,0,0
82,-0.9824516446014514,2,3,1,2,3,1,1,-1.189256473137814,978457.4833333333,-0.32805555555555554,1,0,0
83,-1.309351386006179,1,33,3,0,2,3,1,-1.6168749293195497,871540.5,14.916666666666666,1,1,0
84,0.8481869072650235,2,5,4,2,0,2,0,-1.3048290288626072,948984.5333333333,10.887777777777778,0,0,0
85,1.501986390074479,2,26,4,1,3,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
86,1.501986390074479,0,9,2,1,1,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
87,0.1290074761746227,1,38,4,0,0,2,0,1.9947674370802448,1772283.5833333333,-11.666666666666666,0,0,1
88,0.7174270107031325,2,32,4,2,1,3,1,0.6310112795276824,1432521.6,-8.063333333333333,1,1,0
89,-0.1325123169491594,2,29,0,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,1
90,-0.2632722135110505,1,39,2,0,3,1,0,1.919645275859129,1753877.6666666667,3.8666666666666667,1,0,0
91,0.8481869072650235,2,39,3,2,1,2,1,0.4287593070092939,1381395.6833333333,4.035277777777778,1,0,0
92,1.175086648669751,1,41,2,2,2,1,1,-1.853798668555376,812174.7166666667,11.051388888888889,1,0,1
93,-0.0017524203872683,1,6,4,2,2,1,0,-0.8656533171083923,1059357.75,-4.6658333333333335,1,0,0
94,-0.7863117997586148,0,33,3,1,2,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
95,1.3712264935125875,2,27,2,1,0,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
96,1.04432675210786,1,5,2,0,1,0,0,-1.6053176737470702,874088.8166666667,18.516666666666666,1,0,1
97,-1.7016310756918522,0,34,1,1,1,3,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,1
98,-1.4401112825680702,2,40,2,2,1,1,0,1.9947674370802448,1771315.85,9.365833333333333,1,0,1
99,-0.3940321100729416,1,35,0,0,1,0,0,0.636789907313922,1433225.8833333333,7.666666666666667,1,0,0
100,-1.3747313342871246,2,36,4,2,2,0,0,1.3128893583039636,1602212.8833333333,-4.251388888888889,1,0,0
101,-0.3286521617919961,0,11,1,2,1,1,0,1.220431313724129,1579536.9166666667,-10.31861111111111,1,0,1
102,-1.7016310756918522,2,41,0,2,0,2,1,-1.247042751000211,964620.95,-9.719166666666666,0,0,1
103,-0.2632722135110505,0,4,3,0,0,1,1,-0.1664393549733921,1232827.9666666666,12.266666666666667,0,0,0
104,0.3251473210174593,1,11,3,1,1,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
105,0.9135668555459692,1,12,3,1,1,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
106,0.782806958984078,2,11,2,2,0,0,0,-1.1603633342066155,985088.0166666667,9.163055555555555,0,0,1
107,-0.1325123169491594,0,30,1,0,2,1,0,-0.8252029226047146,1069178.0166666666,9.133333333333333,1,0,0
108,0.3905272692984048,2,21,4,2,1,1,0,-0.940775478329508,1040629.0166666667,-4.520277777777777,1,0,0
109,-0.7209318514776692,1,11,4,0,0,0,1,2.0525537149426416,1785775.05,5.333333333333333,0,0,0
110,0.9789468038269146,0,7,2,1,1,1,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
111,1.04432675210786,0,1,1,0,1,1,1,-1.223928239855252,969314.0833333334,9.483333333333333,1,0,0
112,1.5673663383554244,1,31,3,1,1,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
113,1.5673663383554244,0,35,2,1,3,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
114,-1.1132115411633423,2,25,1,0,1,1,0,-1.8422414129828968,815244.15,-5.0,1,0,0
115,-1.047831592882397,0,37,1,0,1,1,0,0.5732250016652857,1417587.1666666667,-4.383333333333334,1,0,1
116,-0.9824516446014514,1,41,4,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,1
117,-1.5708711791299612,0,41,1,0,1,1,0,-1.928920829776492,794582.2166666667,-0.75,1,0,1
118,-1.7016310756918522,1,17,0,0,3,2,0,1.8271872312792945,1729480.2333333334,4.033333333333333,1,0,1
119,-0.3286521617919961,0,19,3,1,1,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
120,-0.197892265230105,0,12,0,0,2,2,0,-1.241264123213971,965062.2833333333,10.45,1,0,1
121,0.782806958984078,1,2,0,2,3,0,0,-0.4206989775679376,1170362.3166666667,-6.741944444444444,1,0,0
122,-0.4594120583538871,2,7,2,1,0,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
123,-0.9824516446014514,2,10,3,1,2,3,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,1
124,-0.5247920066348326,2,35,2,2,2,1,0,-2.102279663363682,751028.4,-1.8433333333333333,1,0,0
125,1.2404665969506967,1,11,4,2,1,2,0,-0.4900425110028137,1152134.4333333333,9.056111111111111,1,0,0
126,0.0636275278936771,1,32,3,1,3,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
127,1.5673663383554244,0,23,0,1,2,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
128,0.8481869072650235,1,40,3,2,2,1,0,0.5269959793753684,1405629.5166666666,8.138055555555555,1,0,0
129,0.3251473210174593,1,0,1,0,3,1,1,-0.6287295778725658,1118772.55,2.283333333333333,1,0,0
130,0.7174270107031325,2,1,1,2,2,1,1,-0.7385235058111196,1090538.5833333333,3.653611111111111,1,0,0
131,-0.0671323686682139,1,4,0,0,3,1,1,1.8445231146380128,1735051.6,-6.466666666666667,1,0,0
132,0.3251473210174593,1,21,2,2,0,3,1,-1.9115849464177728,799017.6333333333,-9.66388888888889,0,1,0
133,1.3712264935125875,0,33,1,1,3,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
134,0.3905272692984048,1,30,3,0,0,2,0,-0.9870045006194254,1029194.6833333333,-18.35,0,0,0
135,1.4366064417935334,1,33,1,0,0,1,0,1.393790147311319,1621900.7,-6.55,0,0,0
136,-0.5901719549157782,0,35,2,2,2,0,0,-1.7671192517617809,833885.7166666667,9.20138888888889,1,0,1
137,0.1290074761746227,2,7,1,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
138,-1.5054912308490156,2,1,4,0,2,0,1,-2.0618292688600044,760916.7666666667,-0.8,1,0,0
139,0.9135668555459692,1,0,2,0,0,0,1,-0.2704546551257062,1208152.7833333334,7.1,0,0,0
140,-0.8516917480395603,2,20,1,2,2,2,0,-0.4264776053541773,1169026.8166666667,-8.483611111111111,1,0,0
141,0.1943874244555682,1,22,1,0,0,1,0,-0.7616380169560782,1084895.8333333333,-4.083333333333333,0,0,1
142,-0.8516917480395603,2,38,4,0,1,0,1,1.497805447463633,1648638.8666666667,-16.133333333333333,1,0,0
143,-0.3940321100729416,0,34,0,2,1,0,0,-0.6865158557349625,1103911.9,-3.235,1,0,0
144,-0.3940321100729416,0,8,1,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
145,-1.2439714377252336,0,9,3,1,2,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
146,0.1290074761746227,1,32,1,2,3,1,1,0.446095190368013,1386204.9833333334,-4.119722222222222,1,0,0
147,-0.3286521617919961,1,23,1,1,2,1,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
148,-1.4401112825680702,0,3,0,0,2,3,0,0.480766957085451,1394745.05,-14.283333333333333,1,1,0
149,-0.2632722135110505,2,22,3,0,1,0,0,-1.732447485044343,842925.0833333334,5.166666666666667,1,0,1
150,1.3058465452316423,0,32,4,0,0,1,1,-0.4611493720716154,1160194.1166666667,3.466666666666667,0,0,0
151,-0.9824516446014514,0,18,3,0,0,1,0,0.4345379347955336,1383333.15,-8.7,0,0,0
152,0.0636275278936771,2,40,3,2,3,2,1,-2.084943780004963,755313.1666666666,-1.2561111111111112,1,0,0
153,0.1290074761746227,2,16,2,2,2,3,1,-1.7035543461131446,850558.1833333333,-4.673055555555556,1,1,0
154,0.9135668555459692,1,15,4,2,3,3,0,1.6827215366233026,1693610.2166666666,8.459722222222222,1,1,0
155,0.7174270107031325,0,34,4,1,3,3,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
156,0.5212871658602959,1,19,1,1,2,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
157,-1.5708711791299612,1,4,2,1,2,3,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
158,1.63274628663637,1,30,4,1,3,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
159,-0.5901719549157782,1,11,2,2,2,3,1,-1.9462567131352109,789259.35,8.974166666666667,1,1,0
160,0.7174270107031325,2,39,0,2,1,1,1,-0.2126683772633095,1222293.3666666667,-8.259444444444444,1,0,0
161,-1.6362511274109066,0,23,3,2,1,1,0,0.937278552198385,1508300.3833333333,0.9569444444444445,1,0,1
162,-0.9824516446014514,0,19,3,0,1,2,0,2.0641109705151206,1788679.4166666667,12.65,1,0,0
163,-0.917071696320506,1,7,3,0,0,2,0,-1.7266688572581033,845138.45,-11.016666666666667,0,0,1
164,-0.6555519031967237,1,25,1,0,3,2,1,0.2727363567808228,1343235.45,-10.216666666666667,1,0,0
165,-1.309351386006179,1,19,0,0,2,3,1,-0.8309815503909543,1068219.4833333334,1.7833333333333334,1,1,0
166,-0.7209318514776692,1,6,2,2,2,1,0,0.902606785480947,1499481.5,3.9383333333333335,1,0,1
167,-0.7863117997586148,0,40,3,0,3,1,0,1.55559172532603,1662035.5333333334,2.9,1,0,0
168,-0.197892265230105,1,14,4,0,3,0,1,1.919645275859129,1753241.55,-6.366666666666666,1,0,0
169,0.4559072175793503,2,23,0,1,1,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
170,-0.917071696320506,1,39,2,0,3,2,0,0.8448205076185502,1485494.6,-3.1,1,0,0
171,-0.0017524203872683,0,25,0,0,2,3,0,-2.084943780004963,755502.6333333333,2.9,1,1,0
172,-0.7209318514776692,0,38,3,1,2,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
173,-0.5247920066348326,2,28,1,2,3,3,0,1.942759787004088,1758893.7,0.40166666666666667,1,1,0
174,0.3905272692984048,2,23,3,2,3,1,1,-1.6053176737470702,875470.7166666667,12.118055555555555,1,0,0
175,-0.4594120583538871,1,21,4,2,0,0,0,-1.6226535571057892,870922.7166666667,-8.081944444444444,0,0,0
176,-0.1325123169491594,2,33,4,0,3,1,1,-1.6977757183269049,851834.75,-5.85,1,0,0
177,0.3251473210174593,0,37,4,2,3,1,1,-1.8653559241278557,809445.7833333333,8.533611111111112,1,0,0
178,-1.1132115411633423,2,11,1,2,1,2,1,0.5674463738790461,1416183.8166666667,0.23305555555555554,1,0,0
179,-1.2439714377252336,2,0,0,1,3,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
180,0.9135668555459692,0,18,0,2,0,2,1,-0.90610371161207,1049436.8666666667,-7.317777777777778,0,0,0
181,1.04432675210786,2,24,3,2,3,1,0,-1.871134551914095,808053.8833333333,7.731944444444444,1,0,0
182,-0.6555519031967237,2,2,1,2,0,3,1,0.1860569399872277,1321727.9,-9.501666666666667,0,1,0
183,-0.7209318514776692,0,36,2,0,1,0,0,-0.6402868334450451,1114649.9333333333,5.083333333333333,1,0,1
184,-0.7863117997586148,0,18,0,0,3,2,1,1.6538283976921042,1687658.95,4.216666666666667,1,0,0
185,-0.9824516446014514,0,34,3,2,1,0,0,-1.6919970905406652,853307.9833333333,-2.5030555555555556,1,0,1
186,0.3905272692984048,2,37,4,1,2,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
187,-0.7209318514776692,0,41,2,2,3,2,1,-0.6691799723762435,1107810.0,3.796666666666667,1,0,0
188,0.1290074761746227,1,23,1,2,2,2,0,-0.1259889604697144,1243754.0333333334,-5.937222222222222,1,0,0
189,-0.4594120583538871,2,34,3,0,1,2,0,-0.0739813103935574,1256638.05,-8.433333333333334,1,0,1
190,0.1290074761746227,2,21,4,1,0,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,1,1
191,1.6981262349173154,2,41,3,2,0,2,0,-0.2473401439807475,1212669.1,8.145,0,0,0
192,0.8481869072650235,0,12,2,2,2,1,1,0.4287593070092939,1382357.1166666667,12.011388888888888,1,0,0
193,0.9135668555459692,2,16,2,0,3,2,1,-1.7555619961893016,837931.15,-22.7,1,0,0
194,-1.7016310756918522,1,16,1,2,0,0,1,-1.4377374679461197,916148.1666666666,6.160555555555556,0,0,0
195,0.8481869072650235,1,36,0,0,3,3,0,-0.975447245046946,1031288.1833333333,7.683333333333334,1,1,0
196,-0.9824516446014514,2,28,3,1,1,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
197,1.4366064417935334,0,19,3,2,2,3,1,-1.2874931455038885,954364.2333333333,-6.773888888888889,1,1,1
198,-0.917071696320506,1,24,3,0,1,0,1,-0.1779966105458715,1229934.25,-4.3,1,0,0
199,1.04432675210786,0,1,1,0,0,0,1,-1.1950351009240536,976387.2833333333,18.283333333333335,0,0,0
200,1.4366064417935334,2,9,2,0,3,0,0,0.5790036294515254,1419159.3166666667,7.916666666666667,1,0,1
201,0.4559072175793503,2,4,2,1,0,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
202,0.7174270107031325,2,14,3,1,3,3,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
203,-1.178591489444288,0,23,0,1,3,0,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
204,0.1290074761746227,1,20,2,2,2,2,0,1.2839962193727652,1595485.4333333333,11.872777777777777,1,0,0
205,-0.0671323686682139,0,17,1,0,1,2,0,1.1568664080754925,1563467.4666666666,0.05,1,0,0
206,0.7174270107031325,1,39,3,0,3,2,0,0.1976141955597071,1324196.4833333334,-2.6333333333333333,1,0,0
207,0.1943874244555682,1,34,0,1,1,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
208,0.2597673727365137,0,28,0,2,0,1,0,-1.2181496120690125,970611.5166666667,10.438055555555556,0,0,0
209,-0.3940321100729416,1,9,3,1,1,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
210,1.175086648669751,2,31,4,0,2,0,1,1.8965307647141705,1748030.5666666667,-1.6666666666666667,1,0,0
211,-0.3286521617919961,1,37,4,2,2,2,0,2.000546064866485,1774061.6,11.603333333333333,1,0,0
212,0.3251473210174593,2,21,2,2,2,3,1,1.538255841967311,1658197.6333333333,-1.3305555555555555,1,1,0
213,-0.6555519031967237,0,15,4,1,3,3,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,1,0
214,1.175086648669751,1,3,0,1,1,2,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
215,-1.047831592882397,1,4,2,1,2,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
216,0.9789468038269146,0,37,0,1,0,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,0
217,-1.7016310756918522,0,35,4,2,1,0,0,-0.0335309158898797,1266613.7166666666,-2.9319444444444445,1,0,1
218,-1.5708711791299612,2,30,0,1,2,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
219,-0.0017524203872683,1,32,0,2,0,1,0,-0.2646760273394665,1208351.7833333334,8.100277777777778,0,0,0
220,1.3712264935125875,0,9,4,0,0,3,0,-1.5533100236709132,887637.8166666667,1.0833333333333333,0,1,0
221,1.6981262349173154,0,39,0,0,3,3,1,-0.4784852554303344,1155713.85,-8.133333333333333,1,1,1
222,-0.6555519031967237,2,11,0,2,0,0,1,-0.5131570221477724,1146793.8833333333,2.0652777777777778,0,0,1
223,1.3058465452316423,2,36,1,2,0,2,0,-0.2300042606220285,1218204.8833333333,11.881944444444445,0,0,0
224,1.501986390074479,0,23,3,2,2,0,1,1.237767197082848,1583937.9166666667,12.331388888888888,1,0,0
225,0.9789468038269146,1,16,3,1,3,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
226,-0.5901719549157782,0,33,4,0,1,0,1,1.584484864257228,1669703.95,-14.483333333333333,1,0,1
227,0.5866671141412414,0,3,0,0,1,2,1,-0.045088171462359,1264249.9833333334,17.366666666666667,1,0,0
228,0.782806958984078,1,19,1,2,2,2,1,1.7058360477682613,1699499.0,6.3133333333333335,1,0,1
229,-0.7863117997586148,1,38,0,1,2,2,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,0
230,1.4366064417935334,1,27,4,0,0,3,0,-0.3109050496293839,1197130.0666666667,2.5,0,1,1
231,1.3712264935125875,1,11,3,2,2,0,0,1.0528511079231784,1537457.1,-4.988333333333333,1,0,0
232,0.7174270107031325,1,13,4,2,1,2,1,0.3363012624294592,1357978.1166666667,10.328055555555556,1,0,1
233,-0.2632722135110505,1,19,4,1,1,1,1,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
234,1.501986390074479,2,7,3,2,1,0,0,-0.2011111216908301,1224793.15,-1.9225,1,0,0
235,1.3712264935125875,0,11,1,1,0,0,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,0,0,1
236,-1.7016310756918522,0,9,0,2,0,1,1,0.1398279176973104,1309307.2166666666,5.509722222222222,0,0,0
237,-0.2632722135110505,1,41,3,0,0,2,0,-0.0566454270348384,1260501.2333333334,-7.633333333333334,0,0,0
238,-0.8516917480395603,1,39,2,0,1,3,1,-1.5128596291672354,897171.2666666667,7.783333333333333,1,1,0
239,1.63274628663637,0,21,3,2,0,1,1,-0.1375462160421938,1240822.3,-5.075,0,0,0
240,0.2597673727365137,1,28,1,1,2,1,0,0.0069194786137979,1276393.5583333333,-0.028055555555555556,1,0,1
